evt_block_time,feed_address,price_raw
2026-08-14 13:34:25.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34919385000
2026-08-14 14:02:26.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34739000000
2026-08-14 14:34:27.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34564500000
2026-08-14 23:20:06.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34737935000
2026-08-17 00:00:23.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34847500000
2026-08-17 12:27:03.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34656080000
2026-08-17 13:33:36.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34457545000
2026-08-17 14:46:37.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34276345000
2026-08-17 15:51:08.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34451445000
2026-08-17 17:00:40.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34276500000
2026-08-18 13:30:42.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34071775000
2026-08-18 13:41:12.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34272240000
2026-08-18 18:28:48.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34450270000
2026-08-18 18:55:49.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34278000000
2026-08-18 19:33:19.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34449975000
2026-08-19 07:34:03.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34272500000
2026-08-19 13:49:27.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34085500000
2026-08-19 13:55:27.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34265999999
2026-08-19 14:13:57.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34456000000
2026-08-19 16:15:00.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34629499999
2026-08-19 16:47:00.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34451500000
2026-08-20 11:48:52.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34278995000
2026-08-20 15:03:56.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34094790000
2026-08-20 15:11:26.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,33921000000
2026-08-20 16:32:27.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34101685000
2026-08-21 08:20:10.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34273975000
2026-08-21 13:33:15.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34091999999
2026-08-21 14:18:46.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34277000000
2026-08-21 14:55:47.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34451000000
2026-08-24 00:00:20.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34619500000
2026-08-24 01:45:52.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34445000000
2026-08-24 08:02:16.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34268380000
2026-08-24 13:32:09.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34457565000
2026-08-24 13:34:39.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34691165000
2026-08-24 14:02:10.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34873085000
2026-08-24 15:13:41.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,35048000000
2026-08-24 17:53:14.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34854499999
2026-08-25 11:23:08.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,35029915000
2026-08-25 13:33:10.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34835500000
2026-08-25 14:31:11.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34627500000
2026-08-26 13:35:53.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34430315000
2026-08-26 14:12:53.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34238510000
2026-08-26 16:28:56.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34065900000
2026-08-26 19:47:30.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34237500000
2026-08-27 05:55:10.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34063000000
2026-08-27 13:32:18.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,33865999999
2026-08-27 13:44:19.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34037975000
2026-08-28 08:16:40.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34208945000
2026-08-28 13:28:15.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34027680000
2026-08-28 13:31:16.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34207480000
2026-08-28 13:53:46.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34383500000
2026-08-28 14:45:17.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34577315000
2026-08-28 14:52:17.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34759385000
2026-08-28 16:24:19.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34584000000
2026-08-28 19:07:22.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34758500000
2026-08-28 22:36:26.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34583250000
2026-08-31 00:00:31.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34506000000
2026-08-31 13:30:50.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34262895000
2026-08-31 13:44:50.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,34089285000
2026-08-31 14:04:51.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,33912500000
2026-08-31 14:25:22.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,33724565000
2026-08-31 15:24:52.000 UTC,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,33903499999
2026-08-14 15:14:54.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,72989500000
2026-08-17 00:00:19.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,73259500000
2026-08-18 00:00:20.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,72999513503
2026-08-18 02:17:22.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,72632500000
2026-08-18 06:07:56.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,72254500000
2026-08-18 13:55:34.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71847560000
2026-08-19 00:11:46.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71457999999
2026-08-19 01:20:18.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71817500000
2026-08-19 05:55:52.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71448000000
2026-08-19 07:58:25.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71811000000
2026-08-19 12:52:18.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,72184960000
2026-08-19 13:39:48.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71824000000
2026-08-19 13:51:49.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71367500000
2026-08-19 14:41:50.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71727210000
2026-08-20 11:46:14.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71362600000
2026-08-20 12:13:14.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71001360000
2026-08-20 13:31:46.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71383995000
2026-08-20 15:47:18.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71019500000
2026-08-21 07:06:35.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71381500000
2026-08-21 14:14:43.000 UTC,0x25e996ce8b3529885d429241156e83e7b7744049,71021500000
