block_time,current,feed_address,price
2026-07-24 00:01:36+00:00,10072135043,0x0e96b7708487f91baac09697593d3e8bf253f2d8,100.72135043
2026-07-27 00:00:49+00:00,10074136958,0x0e96b7708487f91baac09697593d3e8bf253f2d8,100.74136958
2026-07-28 00:01:15+00:00,10075137916,0x0e96b7708487f91baac09697593d3e8bf253f2d8,100.75137916
2026-07-24 03:44:05+00:00,31799000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,317.99
2026-07-24 08:04:11+00:00,31958890000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,319.5889
2026-07-24 09:38:43+00:00,32122015000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,321.22015
2026-07-24 10:44:14+00:00,31960835000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,319.60835
2026-07-24 12:47:48+00:00,31788275000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,317.88275
2026-07-24 13:30:49+00:00,31993000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,319.93
2026-07-24 13:49:19+00:00,32186850000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,321.8685
2026-07-24 13:58:19+00:00,32348500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,323.485
2026-07-24 14:04:50+00:00,32162000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,321.62
2026-07-24 14:08:20+00:00,31990500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,319.905
2026-07-24 14:43:20+00:00,31811500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,318.115
2026-07-24 15:00:21+00:00,31997905000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,319.97905
2026-07-24 15:29:51+00:00,32166500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,321.665
2026-07-24 15:58:52+00:00,32001690000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,320.0169
2026-07-27 00:00:22+00:00,32197500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,321.975
2026-07-27 05:39:00+00:00,32359500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,323.595
2026-07-27 09:16:34+00:00,32525045000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,325.25045
2026-07-27 11:28:37+00:00,32360825000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,323.60825
2026-07-27 13:26:09+00:00,32524300000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,325.243
2026-07-27 13:31:14+00:00,32711500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,327.115
2026-07-27 13:42:44+00:00,32878265000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,328.78265
2026-07-27 14:28:15+00:00,32712000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,327.12
2026-07-27 14:37:15+00:00,32544500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,325.445
2026-07-27 14:52:46+00:00,32716499999,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,327.16499999
2026-07-27 15:02:46+00:00,32882000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,328.82
2026-07-27 16:51:35+00:00,32699470000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,326.9947
2026-07-28 01:06:44+00:00,32532000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,325.32
2026-07-28 05:36:50+00:00,32361000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,323.61
2026-07-28 06:52:52+00:00,32525500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd,325.255
2026-07-24 02:58:22+00:00,69022500000,0x25e996ce8b3529885d429241156e83e7b7744049,690.225
2026-07-24 09:09:59+00:00,69376725000,0x25e996ce8b3529885d429241156e83e7b7744049,693.76725
2026-07-24 13:30:34+00:00,68976870000,0x25e996ce8b3529885d429241156e83e7b7744049,689.7687
2026-07-24 13:53:04+00:00,68611200000,0x25e996ce8b3529885d429241156e83e7b7744049,686.112
2026-07-24 15:15:23+00:00,68970880000,0x25e996ce8b3529885d429241156e83e7b7744049,689.7088
2026-07-24 18:25:58+00:00,68610190000,0x25e996ce8b3529885d429241156e83e7b7744049,686.1019
2026-07-24 19:15:59+00:00,68262305000,0x25e996ce8b3529885d429241156e83e7b7744049,682.62305
2026-07-27 00:00:45+00:00,69468000000,0x25e996ce8b3529885d429241156e83e7b7744049,694.68
2026-07-27 01:13:33+00:00,69117000000,0x25e996ce8b3529885d429241156e83e7b7744049,691.17
2026-07-27 06:08:14+00:00,69463000000,0x25e996ce8b3529885d429241156e83e7b7744049,694.63
2026-07-27 13:31:53+00:00,69102805000,0x25e996ce8b3529885d429241156e83e7b7744049,691.02805
2026-07-27 13:56:46+00:00,68754720000,0x25e996ce8b3529885d429241156e83e7b7744049,687.5472
2026-07-27 14:11:16+00:00,68397000000,0x25e996ce8b3529885d429241156e83e7b7744049,683.97
2026-07-27 14:28:47+00:00,68025500000,0x25e996ce8b3529885d429241156e83e7b7744049,680.255
2026-07-27 14:41:47+00:00,67641085000,0x25e996ce8b3529885d429241156e83e7b7744049,676.41085
2026-07-27 14:51:17+00:00,67986000000,0x25e996ce8b3529885d429241156e83e7b7744049,679.86
